City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,lazaro cardenas,17.9583,-102.2,25.28,83,9,1.63,MX,1702953968
281,bargaal,11.2864,51.0773,24.42,76,76,6.7,SO,1702953968
282,lauro de freitas,-12.8944,-38.3272,27.01,78,40,5.66,BR,1702953968
283,ancud,-41.8697,-73.8203,10.85,65,0,2.64,CL,1702954066
284,lethbridge,49.7,-112.8186,6.27,48,20,6.17,CA,1702953759
285,barclayville,4.6797,-8.2339,24.84,88,97,0.13,LR,1702953968
286,al burayqah,30.4062,19.5739,14.67,74,1,5.54,LY,1702953968
287,zwolen,51.3554,21.5877,7.79,76,100,4.89,PL,1702953968
288,three points,32.0767,-111.3137,20.77,15,0,0.0,US,1702953968
289,gao,16.6362,1.637,14.84,23,79,5.52,ML,1702953968
290,yanykurgan,43.915,67.2481,-2.61,86,69,3.82,KZ,1702953968
291,port douglas,-16.4833,145.4667,26.26,75,95,4.08,AU,1702953968
292,tidjikja,18.5564,-11.4271,12.87,25,98,10.09,MR,1702953968
293,zemio,5.0314,25.1361,23.89,41,93,1.58,CF,1702953968
294,gornozavodsk,58.3758,58.3211,-9.28,97,98,2.05,RU,1702953969
295,tommot,58.9564,126.2925,-28.9,93,100,4.28,RU,1702954068
296,luanda,-8.8368,13.2343,26.0,89,75,1.03,AO,1702953969
297,margate,51.3813,1.3862,12.15,88,100,4.92,GB,1702954069
298,hotan,37.0997,79.9269,-3.17,41,8,1.48,CN,1702953969
299,sinop,41.7711,34.8709,4.17,72,96,2.58,TR,1702953969
300,protaras,35.0125,34.0583,8.95,54,0,5.9,CY,1702953969
301,pitimbu,-7.4706,-34.8086,27.33,81,99,3.46,BR,1702953969
302,guiberoua,6.2392,-6.1727,20.08,86,50,0.74,CI,1702953969
303,kapuskasing,49.4169,-82.4331,-12.95,85,100,9.26,CA,1702954021
304,mariental,-24.6333,17.9667,22.23,22,63,4.07,NA,1702953969
305,talcahuano,-36.7167,-73.1167,13.82,72,0,6.17,CL,1702953969
306,raja,8.4596,25.678,22.1,34,78,1.84,SS,1702953969
307,syktyvkar,61.6764,50.8099,-2.15,93,75,3.0,RU,1702953969
308,chingirlau,51.095,54.0814,-4.16,97,100,3.82,KZ,1702953684
309,dickinson,29.4608,-95.0513,17.05,69,0,2.57,US,1702953970
310,phak hai,14.4574,100.3699,28.34,54,40,4.73,TH,1702953970
311,gambiran satu,-8.3939,114.1464,30.39,46,26,3.22,ID,1702953970
312,vila franca do campo,37.7167,-25.4333,19.23,99,100,5.16,PT,1702953970
313,tres palos,18.1833,-101.6167,21.61,92,10,1.51,MX,1702953970
314,chulakkurgan,43.765,69.1814,-1.38,79,37,7.13,KZ,1702953970
315,lerwick,60.1545,-1.1494,7.0,67,54,10.89,GB,1702954070
316,promyshlennaya,54.9159,85.6385,-20.77,83,82,3.78,RU,1702953970
317,selfoss,63.9331,-20.9971,1.03,83,100,2.92,IS,1702953970
318,ribeira brava,32.65,-17.0667,18.35,76,2,3.09,PT,1702953970
319,luumaki,60.9262,27.5814,1.29,98,100,4.25,FI,1702953970
320,yorkton,51.2167,-102.4677,-5.09,86,100,4.63,CA,1702953970
321,mersing,2.4312,103.8405,25.95,94,20,3.09,MY,1702953970
322,dwarka,22.2394,68.9678,22.43,55,67,8.31,IN,1702953970
323,mosjoen,65.836,13.1908,2.29,87,40,3.6,NO,1702953548
324,hagere hiywet,8.9833,37.85,14.43,68,72,1.36,ET,1702953971
325,sao vicente,-23.9631,-46.3919,27.1,26,83,1.23,BR,1702953971
326,pala,9.3642,14.9046,21.88,26,100,2.68,TD,1702953971
327,greenville,35.6127,-77.3663,9.02,69,100,3.09,US,1702953944
328,denkanikota,12.5333,77.8,20.18,82,47,4.01,IN,1702953971
329,banjar,-8.19,114.9675,30.99,49,83,2.68,ID,1702953971
330,altai,46.3722,96.2583,-26.07,64,0,0.89,MN,1702953971
331,east ballina,-28.8667,153.5833,27.61,64,61,8.09,AU,1702954071
332,melekeok village,7.4957,134.6367,30.31,74,75,5.14,PW,1702953971
333,crane,31.3974,-102.3501,11.44,50,100,4.12,US,1702954071
334,boyalik,41.2634,28.6314,5.43,67,0,1.04,TR,1702953971
335,guiuan,11.0333,125.7247,27.23,84,97,7.72,PH,1702953971
336,sabha,27.0377,14.4283,10.39,61,0,5.18,LY,1702953971
337,laguna,38.421,-121.4238,15.52,87,100,4.12,US,1702954072
338,zhezqazghan,47.7833,67.7667,-7.68,86,100,9.0,KZ,1702953681
339,walvis bay,-22.9575,14.5053,16.72,88,97,5.66,NA,1702953971
340,newman,37.3138,-121.0208,16.13,91,100,1.34,US,1702953971
341,salekhard,66.53,66.6019,-13.62,95,100,5.24,RU,1702954072
342,moissala,8.3404,17.7663,22.99,28,100,2.07,TD,1702953972
343,iskateley,67.6803,53.1512,-11.66,93,98,6.71,RU,1702954072
344,swift current,50.2834,-107.8014,3.45,56,100,3.09,CA,1702953972
345,srandakan,-7.9386,110.2506,29.14,53,79,3.12,ID,1702953972
346,nova russas,-4.7067,-40.5631,24.94,84,100,1.35,BR,1702953972
347,tazovsky,67.4667,78.7,-14.52,89,100,8.9,RU,1702954073
348,wynyard,-41.0,145.7167,19.08,37,6,5.42,AU,1702954073
349,sangkhla buri,15.1555,98.4536,29.61,50,52,0.79,TH,1702953972
350,villa gesell,-37.2639,-56.973,13.92,65,52,9.05,AR,1702954019
351,elena,42.9333,25.8833,1.1,72,0,0.78,BG,1702953972
352,al ghayzah,16.2079,52.176,20.52,50,2,3.47,YE,1702953972
353,prairie du chien,43.0517,-91.1412,-6.99,63,0,0.0,US,1702953973
354,paulden,34.8856,-112.4682,15.1,24,100,2.24,US,1702953973
355,ak-suu,42.4995,78.527,-3.51,67,100,1.96,KG,1702953973
356,at taj,24.2049,23.2857,10.41,82,60,4.62,LY,1702954073
357,koubia,11.5833,-11.9,15.26,29,71,0.97,GN,1702953973
358,ketchikan,55.3422,-131.6461,5.99,75,100,4.12,US,1702954073
359,sarangani,5.4033,125.4636,28.22,77,74,4.03,PH,1702953973
360,el vigia,8.6219,-71.6506,25.79,82,52,1.64,VE,1702953973
361,santa cruz del norte,23.1539,-81.9236,21.65,66,1,6.46,CU,1702953973
362,safi,32.1667,-8.8333,8.47,76,0,2.27,MA,1702953714
363,monforte de lemos,42.5216,-7.5142,5.32,78,1,0.98,ES,1702953973
364,guerrero negro,27.9769,-114.0611,19.43,62,61,4.74,MX,1702954073
365,paro,27.4305,89.4133,10.86,26,21,1.08,BT,1702953973
366,pace,30.5994,-87.1611,12.66,75,0,2.57,US,1702953973
367,afaahiti,-17.75,-149.2833,27.93,83,100,4.35,PF,1702954073
368,hasaki,35.7333,140.8333,7.22,82,100,6.72,JP,1702954074
369,khilok,51.3674,110.4676,-22.96,83,100,2.28,RU,1702953974
370,ilhabela,-23.7781,-45.3581,23.79,91,37,4.09,BR,1702954074
371,fortuna,40.5982,-124.1573,15.19,94,100,11.83,US,1702954074
372,oroqen zizhiqi,50.5667,123.7167,-24.21,70,44,1.66,CN,1702953974
373,bahia honda,22.9036,-83.1592,20.96,68,2,5.26,CU,1702953974
374,tazacorte,28.629,-17.9293,17.54,68,75,4.63,ES,1702954075
375,slave lake,55.2834,-114.769,-2.01,69,75,1.54,CA,1702953974
376,giddalur,15.35,78.9167,21.38,83,63,2.05,IN,1702953974
377,chasong,41.4608,126.6414,-9.94,87,100,0.73,KP,1702953974
378,erenhot,43.6475,111.9767,-20.84,88,49,3.31,CN,1702953974
379,lae,-6.7221,146.9847,32.37,77,100,4.34,PG,1702953974
380,tucumcari,35.1717,-103.725,3.91,70,0,3.09,US,1702953974
381,roxas,11.5853,122.7511,26.75,85,100,6.24,PH,1702954075
382,san jose del cabo,23.0589,-109.6977,25.41,70,40,2.06,MX,1702953964
383,taoudenni,22.6783,-3.9836,10.1,40,23,5.7,ML,1702954075
384,zhalantun,48.0,122.7167,-23.15,75,63,3.53,CN,1702953975
385,wewak,-3.5534,143.6268,28.39,79,94,3.65,PG,1702953975
386,weyburn,49.6668,-103.8511,-1.88,74,100,1.03,CA,1702953975
387,mahilyow,53.9139,30.3364,1.56,100,100,4.69,BY,1702953975
388,muzambinho,-21.3758,-46.5256,19.68,70,61,1.89,BR,1702953975
389,kone,-21.0595,164.8658,28.82,62,90,2.44,NC,1702954075
390,shenjiamen,29.9576,122.298,9.43,92,100,10.34,CN,1702953975
391,nanakuli,21.3906,-158.1547,22.47,85,75,2.57,US,1702953975
392,paradip garh,20.3167,86.6167,20.74,48,22,5.56,IN,1702954075
393,farafangana,-22.8167,47.8333,23.4,88,42,3.28,MG,1702953975
394,mount gambier,-37.8333,140.7667,17.93,42,4,5.73,AU,1702953959
395,mendefera,14.8872,38.8153,13.01,81,31,1.76,ER,1702953975
396,inirida,3.8653,-67.9239,23.72,96,99,1.04,CO,1702953975
397,toamasina,-18.1667,49.3833,25.0,100,40,1.03,MG,1702953975
398,ingeniero jacobacci,-41.3427,-69.5448,13.41,31,74,6.36,AR,1702953976
399,stropkov,49.2021,21.6522,1.94,98,97,2.33,SK,1702953976
400,kapa'a,22.0752,-159.319,26.99,78,75,10.29,US,1702953939
401,anloga,5.7947,0.8973,27.38,82,99,4.72,GH,1702953976
402,pacific grove,36.6177,-121.9166,16.48,90,100,2.68,US,1702953818
403,santiago de cao,-7.9589,-79.2392,21.07,83,40,4.63,PE,1702953976
404,bridgewater,44.3835,-64.5155,13.95,98,100,18.52,CA,1702954077
405,bubaque,11.2833,-15.8333,26.86,45,100,8.21,GW,1702953976
406,al bawiti,28.3492,28.8659,12.04,89,38,3.52,EG,1702953976
407,dese,11.1333,39.6333,10.0,75,72,0.89,ET,1702953976
408,mogocha,53.7333,119.7667,-23.76,80,100,2.18,RU,1702953977
409,atbasar,51.8,68.3333,-3.56,96,100,4.11,KZ,1702953977
410,prabumulih,-3.45,104.25,28.07,84,87,0.44,ID,1702953977
411,serowe,-22.3833,26.7167,21.62,77,98,2.38,BW,1702953977
412,san antonio de pale,-1.4014,5.6325,27.29,78,97,3.57,GQ,1702954077
413,griffith,41.5284,-87.4237,-3.04,57,75,8.75,US,1702953977
414,surovikino,48.6078,42.8486,1.91,98,100,5.03,RU,1702953977
415,tauranga,-37.6861,176.1667,25.08,79,19,1.79,NZ,1702953977
416,ntcheu,-14.8203,34.6359,20.57,73,100,0.58,MW,1702953977
417,ponto novo,-10.8628,-40.1336,23.31,71,89,1.6,BR,1702953977
418,dauphin,51.1494,-100.0502,-2.92,74,0,10.8,CA,1702953977
419,moroni,-11.7022,43.2551,26.71,77,100,2.9,KM,1702953977
420,palopo,-2.9996,120.1921,27.61,84,100,0.95,ID,1702953978
421,usogorsk,63.4106,48.6872,-5.74,96,95,2.92,RU,1702953978
422,nadi,-17.8,177.4167,28.0,83,75,2.06,FJ,1702954032
423,tura,25.5198,90.2201,20.03,65,4,0.73,IN,1702954078
424,the pas,53.8251,-101.2541,-4.99,74,0,4.12,CA,1702953978
425,embu guacu,-23.8322,-46.8114,22.43,85,96,1.9,BR,1702953978
426,nar'yan-mar,67.6713,53.087,-11.61,93,97,6.71,RU,1702954078
427,queenstown,-31.8976,26.8753,11.28,93,76,1.6,ZA,1702953978
428,codrington,-38.2667,141.9667,17.18,47,14,7.42,AU,1702954078
429,camocim,-2.9022,-40.8411,26.04,86,100,3.49,BR,1702953978
430,ciudad lazaro cardenas,17.9583,-102.2,25.28,83,9,1.63,MX,1702953978
431,road town,18.4167,-64.6167,26.05,69,20,4.63,VG,1702953978
432,sarina,-21.4333,149.2167,31.26,42,41,4.32,AU,1702953978
433,prado,-17.3411,-39.2208,24.39,90,70,3.93,BR,1702954079
434,bermejo,-32.8833,-68.8,16.95,42,40,2.57,AR,1702953979
435,bossangoa,6.4926,17.4552,22.02,33,100,1.07,CF,1702953979
436,katsuura,35.1333,140.3,8.96,76,100,4.59,JP,1702953979
437,new norfolk,-42.7826,147.0587,17.98,48,76,2.67,AU,1702953979
438,dawei,14.0833,98.2,30.58,51,42,2.16,MM,1702953979
439,saint-francois,46.4154,3.9054,-2.31,100,100,2.57,FR,1702953862
440,peniche,39.3558,-9.3811,6.17,93,0,3.76,PT,1702953979
441,belmonte,-15.8631,-38.8828,24.84,85,10,3.32,BR,1702953979
442,peace river,56.2501,-117.286,-7.83,79,75,1.54,CA,1702953740
443,badr hunayn,23.7829,38.7905,20.63,38,13,0.44,SA,1702953979
444,maghar,32.8898,35.407,10.81,83,0,1.56,IL,1702953979
445,dabhol,17.6,73.1667,24.13,49,100,3.15,IN,1702953979
446,oban,56.4127,-5.4706,2.99,70,67,5.96,GB,1702953979
447,luderitz,-26.6481,15.1594,16.49,72,56,7.48,NA,1702954080
448,bairnsdale,-37.8333,147.6167,17.25,87,100,1.34,AU,1702953979
449,san marcos de colon,13.4333,-86.8,15.66,73,6,2.72,HN,1702953979
450,oranjemund,-28.55,16.4333,14.89,92,9,4.75,NA,1702953980
451,uzda,53.4627,27.2137,3.59,98,100,5.23,BY,1702953980
452,una,20.8167,71.0333,21.74,44,100,6.98,IN,1702953980
453,baotou,40.6522,109.8222,-18.41,75,6,2.48,CN,1702953980
454,malango,-2.9627,119.9001,24.27,84,100,0.81,ID,1702953980
455,corner brook,48.9667,-57.9484,10.09,81,100,10.8,CA,1702954080
456,tayu,-6.5397,111.0518,31.04,51,58,4.57,ID,1702953980
457,puerto gaitan,4.3133,-72.0816,26.08,82,83,1.28,CO,1702953980
458,merizo village,13.2658,144.6691,29.99,91,20,7.83,GU,1702953980
459,praia da vitoria,38.7333,-27.0667,14.86,94,75,11.78,PT,1702954080
460,bandar-e lengeh,26.5579,54.8807,17.06,48,0,2.06,IR,1702953980
461,jinchang,38.4953,102.1739,-11.09,68,91,0.84,CN,1702953980
462,lensk,60.7253,114.9278,-30.54,94,100,3.8,RU,1702953980
463,kiruna,67.8557,20.2251,-6.49,86,100,2.06,SE,1702953980
464,undurkhaan,47.3194,110.6556,-29.59,89,23,1.85,MN,1702953980
465,camiri,-20.05,-63.5167,20.98,96,100,1.4,BO,1702953980
466,buka,40.8108,69.1986,2.76,84,100,2.15,UZ,1702953980
467,mount isa,-20.7333,139.5,37.87,32,2,5.14,AU,1702954081
468,yeppoon,-23.1333,150.7333,31.88,61,11,5.4,AU,1702953981
469,shingu,33.7333,135.9833,11.94,45,43,2.25,JP,1702953981
470,kragero,58.8693,9.4149,6.36,58,2,8.22,NO,1702953981
471,nchelenge,-9.3451,28.734,22.06,87,96,0.5,ZM,1702953981
472,nagqu,31.5,92.0,-19.13,65,3,0.82,CN,1702954082
473,port augusta,-32.5,137.7667,24.1,33,29,11.76,AU,1702954082
474,saudarkrokur,65.7461,-19.6394,-1.66,96,100,1.83,IS,1702953981
475,orcopampa,-15.2661,-72.3417,8.69,71,100,2.7,PE,1702953981
476,yuzhno-kurilsk,44.0306,145.8556,-2.57,76,100,6.37,RU,1702953981
477,kununurra,-15.7667,128.7333,37.99,47,38,3.6,AU,1702954082
478,quatre cocos,-20.2078,57.7625,26.16,78,93,3.73,MU,1702954082
479,price,39.5994,-110.8107,1.18,64,0,3.09,US,1702953981
480,glace bay,46.1969,-59.957,13.21,88,100,12.86,CA,1702953981
481,mugia,43.1041,-9.2179,5.51,77,74,1.53,ES,1702954082
482,saldanha,-33.0117,17.9442,14.03,82,2,6.7,ZA,1702953981
483,tan-tan,28.438,-11.1032,12.61,49,0,1.64,MA,1702953981
484,nova vicosa,-17.8919,-39.3719,25.01,86,95,4.55,BR,1702954082
485,karratha,-20.7377,116.8463,30.53,42,1,5.7,AU,1702954082
486,labrador city,52.9463,-66.9114,5.95,93,100,10.29,CA,1702953912
487,hosanagara,13.9167,75.0667,21.44,72,95,4.63,IN,1702953983
488,kingston,17.997,-76.7936,26.53,78,20,7.2,JM,1702953812
489,acapulco de juarez,16.8634,-99.8901,25.62,84,4,2.01,MX,1702954082
490,selizharovo,56.8519,33.4487,1.25,100,100,3.34,RU,1702953983
491,hirara,24.8,125.2833,25.92,69,75,5.66,JP,1702953983
492,hithadhoo,-0.6,73.0833,27.79,76,48,2.58,MV,1702954082
493,juankoski,63.0667,28.35,-0.42,98,100,2.72,FI,1702953983
494,dongcun,36.7767,121.1597,-1.02,65,2,7.07,CN,1702953983
495,caarapo,-22.6342,-54.8222,25.85,59,57,1.03,BR,1702953983
496,numaligarh,26.6333,93.75,19.08,67,3,1.58,IN,1702953983
497,sinabang,2.4803,96.3801,28.47,75,96,2.23,ID,1702954083
498,kaa-khem,51.6833,94.7333,-37.55,93,28,0.97,RU,1702954083
499,tlanchinol,20.9833,-98.65,9.83,90,97,0.66,MX,1702953983
500,papao,-17.75,-149.55,28.82,73,100,1.43,PF,1702953983
501,santa cruz,-17.8,-63.1667,27.7,78,75,5.14,BO,1702953904
502,ejura,7.3856,-1.3562,22.53,24,20,0.72,GH,1702953983
503,santa elena,-2.2333,-80.85,24.75,88,75,4.63,EC,1702953984
504,ongjin,37.9347,125.3619,0.38,81,92,3.34,KP,1702953984
505,stephenville,32.2207,-98.2023,9.31,57,0,0.0,US,1702953984
506,juan de ayolas,-27.4,-56.9,23.35,92,92,3.69,PY,1702953984
507,shache,38.4167,77.2406,-4.31,44,100,1.28,CN,1702953984
508,itoman,26.1247,127.6694,25.22,66,20,6.17,JP,1702954084
509,nadym,65.5333,72.5167,-14.27,92,100,8.94,RU,1702954084
510,waycross,31.2136,-82.354,11.14,74,0,2.57,US,1702953984
511,cardenas,23.0375,-81.2047,21.42,67,0,4.65,CU,1702953984
512,olinda,-8.0089,-34.8553,26.85,78,40,4.12,BR,1702953915
513,rongelap,11.1635,166.8941,27.14,76,22,9.46,MH,1702954084
514,bandar-e anzali,37.4727,49.4622,6.06,70,100,0.9,IR,1702953984
515,kristiansand,58.1467,7.9956,7.01,66,86,6.69,NO,1702953984
516,benghazi,32.1167,20.0667,15.09,69,7,4.13,LY,1702953984
517,ocean pines,38.3954,-75.1557,7.26,65,84,5.14,US,1702953984
518,namibe,-15.1961,12.1522,22.56,82,93,1.96,AO,1702954084
519,tokar,18.4254,37.729,25.23,77,1,5.52,SD,1702953984
520,at-bashi,41.1702,75.8106,-7.62,68,100,0.32,KG,1702953985
521,terbanggi besar,-4.8667,105.2333,30.47,56,100,3.66,ID,1702953985
522,tangalle,6.024,80.7911,25.09,82,59,5.77,LK,1702953985
523,nakamura,32.9833,132.9333,6.99,90,100,1.39,JP,1702953985
524,sakon nakhon,17.3333,103.8333,23.95,58,67,2.5,TH,1702953985
525,zhangye,38.9342,100.4517,-12.11,71,49,1.06,CN,1702953985
526,mary,37.0,62.5,4.31,66,100,3.03,TM,1702953985
527,ponta delgada,37.7333,-25.6667,19.4,88,75,4.63,PT,1702953985
528,harmanli,41.9333,25.9,4.06,77,0,0.76,BG,1702953985
529,novoul'yanovsk,54.1496,48.3891,-1.25,93,100,4.92,RU,1702953985
530,novosmolinskiy,56.2841,43.0507,-0.25,92,100,2.7,RU,1702953985
531,la libertad,-2.2333,-80.9,24.81,88,75,4.63,EC,1702953985
532,hassi messaoud,31.6804,6.0729,7.92,100,75,2.57,DZ,1702954086
533,burang,30.25,81.1667,-9.47,65,0,2.66,CN,1702954086
534,puerto san jose,13.9256,-90.8244,23.73,65,14,2.56,GT,1702953936
535,masina,-4.3836,15.3914,22.37,95,99,0.36,CD,1702953985
536,san jose del guaviare,2.5729,-72.6459,23.24,97,92,0.73,CO,1702953985
537,djougou,9.7085,1.666,21.7,21,6,2.94,BJ,1702953986
538,birobidzhan,48.8,132.95,-26.21,80,14,1.25,RU,1702953986
539,bondo,3.8146,23.6866,21.28,60,100,0.72,CD,1702953986
540,gwio kura,12.6753,11.0682,19.23,26,33,3.81,NG,1702953986
541,greymouth,-42.4667,171.2,17.19,53,57,3.24,NZ,1702954086
542,saint-pierre,-21.3393,55.4781,26.82,57,0,3.6,RE,1702954086
543,barghat,22.0333,79.7167,14.21,44,89,4.53,IN,1702953986
544,kaoma,-14.7833,24.8,18.52,99,100,1.53,ZM,1702953986
545,nowshahr,36.649,51.496,4.97,100,20,0.0,IR,1702953986
546,kismayo,-0.3582,42.5454,27.16,81,80,6.74,SO,1702953986
547,vodice,43.7608,15.7828,5.98,56,0,1.95,HR,1702953986
548,vilhena,-12.7406,-60.1458,23.91,69,93,1.4,BR,1702953986
549,livermore,37.6819,-121.768,16.27,93,100,0.45,US,1702953601
550,xilin hot,43.9667,116.0333,-24.04,84,70,2.42,CN,1702954086
551,carbonear,47.7332,-53.2148,7.35,88,100,8.51,CA,1702953986
552,niimi,34.9833,133.4667,6.41,66,99,1.87,JP,1702953986
553,dukku,10.8231,10.7717,18.19,32,36,2.98,NG,1702953987
554,stettler,52.3168,-112.7186,0.86,100,97,4.12,CA,1702953987
555,bafq,31.6128,55.4107,6.84,39,61,0.51,IR,1702953987
556,karayazi,39.7028,42.1456,-11.31,79,4,1.45,TR,1702953987
557,rubizhne,49.0123,38.3797,1.51,100,100,2.39,UA,1702953987
558,alaghsas,17.0187,8.0168,16.95,26,38,2.65,NE,1702953987
559,guangyuan,32.442,105.823,7.04,64,81,0.96,CN,1702953987
560,bafra,41.5678,35.9069,8.85,58,100,2.0,TR,1702953987
561,isla mujeres,21.2311,-86.731,18.03,60,16,6.51,MX,1702953987
562,aguilas,37.4063,-1.5829,9.61,70,0,2.28,ES,1702953987
